"","Name_submitted","Accepted_name","Group","Order","Family","Genus","Orignal_Name","Seed_Dispersal_Category","Seed_Dispersal_Orignal_Discription","Seed_Dispersal_Data_Source"
"31483","Eucalyptus apiculata","Eucalyptus apiculata","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus apiculata","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31484","Eucalyptus apodophylla","Eucalyptus apodophylla","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus apodophylla","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31485","Eucalyptus approximans","Eucalyptus approximans","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus approximans","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31486","Eucalyptus aquilina","Eucalyptus aquilina","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus aquilina","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31487","Eucalyptus arcana","Eucalyptus arcana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus arcana","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31488","Eucalyptus archeri","Eucalyptus archeri","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus archeri","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31489","Eucalyptus arenacea","Eucalyptus arenacea","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus arenacea","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31490","Eucalyptus arenicola","Eucalyptus arenicola","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus arenicola","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31491","Eucalyptus argillacea","Eucalyptus argillacea","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus argillacea","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31492","Eucalyptus argophloia","Eucalyptus argophloia","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus corticosa","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31493","Eucalyptus aromaphloia","Eucalyptus aromaphloia","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus aromaphloia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31494","Eucalyptus aspratilis","Eucalyptus aspratilis","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus aspratilis","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31495","Eucalyptus astringens","Eucalyptus astringens","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus astringens","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31496","Eucalyptus badjensis","Eucalyptus badjensis","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus badjensis","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31497","Eucalyptus baeuerlenii","Eucalyptus baeuerlenii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus baeuerlenii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31498","Eucalyptus baileyana","Eucalyptus baileyana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus baileyana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31499","Eucalyptus bakeri","Eucalyptus bakeri","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus bakeri","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31500","Eucalyptus balladoniensis","Eucalyptus balladoniensis","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus balladoniensis","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31501","Eucalyptus bancroftii","Eucalyptus bancroftii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus bancroftii","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31502","Eucalyptus banksii","Eucalyptus banksii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus banksii","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31503","Eucalyptus barberi","Eucalyptus barberi","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus barberi","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31504","Eucalyptus baueriana","Eucalyptus baueriana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus baueriana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31505","Eucalyptus baxteri","Eucalyptus baxteri","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus baxteri","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31506","Eucalyptus behriana","Eucalyptus behriana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus behriana","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31507","Eucalyptus bensonii","Eucalyptus bensonii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus bensonii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31508","Eucalyptus benthamii","Eucalyptus benthamii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus benthamii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31509","Eucalyptus beyeri","Eucalyptus beyeri","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus beyeri","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31510","Eucalyptus bicolor","Eucalyptus bicolor","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus largiflorens","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31511","Eucalyptus bigalerita","Eucalyptus bigalerita","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus bigalerita","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31512","Eucalyptus blakelyi","Eucalyptus blakelyi","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus blakelyi","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31513","Eucalyptus blaxlandi","Eucalyptus blaxlandi","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus blaxlandi","Anemochory","wind","Australian Fire Ecology Database"
"31514","Eucalyptus bosistoana","Eucalyptus bosistoana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus bosistoana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31515","Eucalyptus botryoides","Eucalyptus botryoides","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus botryoides","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31516","Eucalyptus brachyandra","Eucalyptus brachyandra","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brachyandra","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31517","Eucalyptus brachycalyx","Eucalyptus brachycalyx","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brachycalyx","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31518","Eucalyptus _ brachyphylla",NA,"Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brachyphylla","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31519","Eucalyptus brassiana","Eucalyptus brassiana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brassiana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31520","Eucalyptus brevifolia","Eucalyptus brevifolia","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brevifolia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31521","Eucalyptus bridgesiana","Eucalyptus bridgesiana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus bridgesiana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31522","Eucalyptus brockwayi","Eucalyptus brockwayi","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brockwayi","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31523","Eucalyptus brookeriana","Eucalyptus brookeriana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brookeriana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31524","Eucalyptus brownii","Eucalyptus brownii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus brownii","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31525","Eucalyptus buprestium","Eucalyptus buprestium","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus buprestium","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31526","Eucalyptus burdettiana","Eucalyptus burdettiana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus burdettiana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31527","Eucalyptus burgessiana","Eucalyptus burgessiana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus burgessiana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31528","Eucalyptus burracoppinensis","Eucalyptus burracoppinensis","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus burracoppinensis","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31529","Eucalyptus cadens","Eucalyptus cadens","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cadens","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31530","Eucalyptus caesia","Eucalyptus caesia","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus caesia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31531","Eucalyptus calcareana","Eucalyptus calcareana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus calcareana","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31532","Eucalyptus calcicola","Eucalyptus calcicola","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus calcicola","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31533","Eucalyptus caleyi","Eucalyptus caleyi","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus caleyi","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31534","Eucalyptus caliginosa","Eucalyptus caliginosa","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus caliginosa","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31535","Eucalyptus calycogona","Eucalyptus calycogona","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus calycogona","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31536","Eucalyptus cambageana","Eucalyptus cambageana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cambageana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31537","Eucalyptus cameronii","Eucalyptus cameronii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cameronii","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31538","Eucalyptus camfieldii","Eucalyptus camfieldii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus camfieldii","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31539","Eucalyptus campaspe","Eucalyptus campaspe","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus campaspe","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31540","Eucalyptus camphora","Eucalyptus camphora","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus camphora","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31541","Eucalyptus canaliculata","Eucalyptus canaliculata","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus canaliculata","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31542","Eucalyptus canescens","Eucalyptus canescens","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus canescens","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31543","Eucalyptus canobolensis","Eucalyptus canobolensis","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus canobolensis","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31544","Eucalyptus capitanea","Eucalyptus capitanea","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus capitanea","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31545","Eucalyptus capitellata","Eucalyptus capitellata","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus capitellata","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31546","Eucalyptus carnei","Eucalyptus carnei","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus carnei","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31547","Eucalyptus celastroides","Eucalyptus celastroides","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus celastroides","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31548","Eucalyptus cephalocarpa","Eucalyptus cephalocarpa","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cephalocarpa","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31549","Eucalyptus ceratocorys","Eucalyptus ceratocorys","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus ceratocorys","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31550","Eucalyptus chapmaniana","Eucalyptus chapmaniana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus chapmaniana","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31551","Eucalyptus chloroclada","Eucalyptus chloroclada","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus chloroclada","Autochory","barochory","AusTraits, a curated plant trait database for the Australian flora"
"31552","Eucalyptus cinerea","Eucalyptus cinerea","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cinerea","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31553","Eucalyptus cladocalyx","Eucalyptus cladocalyx","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cladocalyx","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31554","Eucalyptus clelandii","Eucalyptus clelandii","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus clelandii","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31555","Eucalyptus cloeziana","Eucalyptus cloeziana","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cloeziana","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"31556","Eucalyptus cneorifolia","Eucalyptus cneorifolia","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus cneorifolia","Anemochory","wind","Global Seed Mass, Plant Height Database"
"31557","Eucalyptus coccifera","Eucalyptus coccifera","Superrosidae","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus coccifera","Anemochory","wind","Global Seed Mass, Plant Height Database"
