Accepted Symbol,Synonym Symbol,Symbol,Scientific Name,PLANTS Floristic Area,State and Province,Category,Family,Duration,Growth Habit,Native Status,Characteristics Data,Active Growth Period,After Harvest Regrowth Rate,Bloat,C:N Ratio,Coppice Potential,Fall Conspicuous,Fire Resistance,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit Color,Fruit Conspicuous,Growth Form,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Nitrogen Fixation,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Anaerobic Tolerance,CaCO<SUB>3</SUB> Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,Fire Tolerance,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Minimum","Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propogated by Bare Root,Propogated by Bulbs,Propogated by Container,Propogated by Corms,Propogated by Cuttings,Propogated by Seed,Propogated by Sod,Propogated by Sprigs,Propogated by Tubers,Seeds per Pound,Seed Spread Rate,Seedling Vigor,Small Grain,Vegetative Spread Rate,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Fuelwood Product,Lumber Product,Naval Store Product,Nursery Stock Product,Palatable Browse Animal,Palatable Graze Animal,Palatable Human,Post Product,Protein Potential,Pulpwood Product,Veneer Product
SAMIB,,SAMIB,Salvia micrantha var. blodgettii,NA (L48),USA(FL),Dicot,Lamiaceae,"Annual, Perennial",Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMIM2,,SAMIM2,Salvia micrantha var. micrantha,"NA (L48), PR, VI","USA+(PR, VI), USA(FL)",Dicot,Lamiaceae,Annual,Forb/herb,L48(N)PR(N)VI(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMI20,,SAMI20,Salvia microphylla,NA (L48),"USA(AZ, CA, NM)",Dicot,Lamiaceae,Perennial,"Subshrub, Shrub",L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMI24,,SAMI24,Salvia microstegia,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMI25,,SAMI25,Salvia miniata,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMI12,,SAMI12,Salvia misella,PR,USA+(PR),Dicot,Lamiaceae,"Perennial, AN",Forb/herb,PR(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMO3,,SAMO3,Salvia mohavensis,NA (L48),"USA(AZ, CA, NV)",Dicot,Lamiaceae,Perennial,"Shrub, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMU,,SAMU,Salvia munzii,NA (L48),USA(CA),Dicot,Lamiaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANU5,,SANU5,Salvia nutans,NA (L48),"USA(MN, NY)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAOC5,,SAOC5,Salvia occidentalis,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(FL, HI)",Dicot,Lamiaceae,"Annual, Perennial",Forb/herb,L48(I)HI(I)PR(N)VI(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAOF2,,SAOF2,Salvia officinalis,"NA (L48, CAN)","CAN(ON, QC), USA(AL, CA, CT, GA, ID, KY, ME, MI, NJ, NY, OH, OR, PA, RI, TN, UT, VA, VT, WA, WV)",Dicot,Lamiaceae,Perennial,"Subshrub, Shrub, Forb/herb",L48(I)CAN(W),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPA5,,SAPA5,Salvia pachyphylla,NA (L48),"USA(AZ, CA, NV)",Dicot,Lamiaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPA32,,SAPA32,Salvia palaestina,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPA38,,SAPA38,Salvia pallida,NA (L48),USA(NJ),Dicot,Lamiaceae,Perennial,Forb/herb,L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPA6,,SAPA6,Salvia parryi,NA (L48),"USA(AZ, NM)",Dicot,Lamiaceae,Perennial,Subshrub,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPA33,,SAPA33,Salvia patens,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPE6,,SAPE6,Salvia penstemonoides,NA (L48),USA (TX),Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPE15,,SAPE15,Salvia pentstemonoides,,USA(TX),,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPI2,,SAPI2,Salvia pinguifolia,NA (L48),"USA(AZ, NM, TX)",Dicot,Lamiaceae,Perennial,"Shrub, Subshrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPI7,,SAPI7,Salvia pinnata,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPO7,,SAPO7,Salvia potus,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPR2,,SAPR2,Salvia pratensis,"NA (L48, CAN)","CAN(ON), USA(CO, CT, ID, IL, KS, KY, MA, MD, MI, MT, NJ, NM, NY, OH, PA, SD, VA, WA, WI, WY)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(I)CAN(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARE3,,SARE3,Salvia reflexa,"NA (L48, CAN)","CAN(BC, MB, ON, QC, SK), USA(AR, AZ, CA, CO, IA, IL, IN, KS, LA, MD, MI, MN, MO, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, WI, WV, WY)",Dicot,Lamiaceae,Annual,Forb/herb,L48(N)CAN(W),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARE4,,SARE4,Salvia regla,NA (L48),USA(TX),Dicot,Lamiaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARE5,,SARE5,Salvia reptans,,,,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARI5,,SARI5,Salvia riparia,NA (L48),USA(FL),Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARO3,,SARO3,Salvia roemeriana,NA (L48),USA(TX),Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASA22,,SASA22,Salvia samuelssonii,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASC2,,SASC2,Salvia sclarea,"NA (L48, CAN)","CAN(ON), USA(CO, CT, ID, KS, MA, MI, MO, MT, NC, OR, PA, UT, VA, WA)",Dicot,Lamiaceae,Biennial,Forb/herb,L48(I)CAN(W),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASE8,,SASE8,Salvia serotina,"NA (L48), PR, VI","USA+(PR, VI), USA(FL)",Dicot,Lamiaceae,Perennial,"Forb/herb, Subshrub",L48(N)PR(N)VI(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASE21,,SASE21,Salvia setosa,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASO,,SASO,Salvia sonomensis,NA (L48),USA(CA),Dicot,Lamiaceae,Perennial,"Subshrub, Forb/herb",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASP3,,SASP3,Salvia spathacea,NA (L48),USA(CA),Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASP11,,SASP11,Salvia spinosa,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASP6,,SASP6,Salvia splendens,"NA (L48), PR","USA+(PR), USA(CT, MA, OH, UT, WI)",Dicot,Lamiaceae,Perennial,"Subshrub, Forb/herb",L48(I)PR(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASU7,,SASU7,Salvia subincisa,NA (L48),"USA(AZ, NM, TX)",Dicot,Lamiaceae,Annual,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASU4,,SASU4,Salvia summa,NA (L48),"USA(NM, TX)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASY2,,SASY2,Salvia syriaca,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATE3,,SATE3,Salvia texana,NA (L48),"USA(NM, TX)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATH2,,SATH2,Salvia thomasiana,VI,USA+(VI),Dicot,Lamiaceae,Annual,Forb/herb,VI(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATI,,SATI,Salvia tiliifolia,NA (L48),"USA(AZ, MA, TX)",Dicot,Lamiaceae,Annual,Forb/herb,L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAUR,,SAUR,Salvia urticifolia,NA (L48),"USA(AL, DC, FL, GA, KY, MD, MS, NC, PA, SC, TN, VA)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVA,,SAVA,Salvia vaseyi,NA (L48),USA(CA),Dicot,Lamiaceae,Perennial,Subshrub,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVE12,,SAVE12,Salvia verbenaca,NA (L48),"USA(AL, CA, GA, MD, NJ, PA, VA)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVE5,,SAVE5,Salvia verticillata,"NA (L48, CAN)","CAN(ON), USA(CT, IL, IN, MA, MD, NJ, NY, PA, VT, WV)",Dicot,Lamiaceae,Perennial,Forb/herb,L48(I)CAN(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVI3,,SAVI3,Salvia vinacea,NA (L48),"USA(NM, TX)",Dicot,Lamiaceae,Perennial,"Subshrub, Shrub",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVI18,,SAVI18,Salvia virgata,NA (L48),"USA(CA, TX)",Dicot,Lamiaceae,Perennial,"Forb/herb, Subshrub",L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVI13,,SAVI13,Salvia viridis,,,Dicot,Lamiaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAWH2,,SAWH2,Salvia whitehousei,NA (L48),USA(TX),Dicot,Lamiaceae,Perennial,Forb/herb,L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALVI2,,SALVI2,Salvinia,NA (L48),"USA+(PR), USA(AL, AR, AZ, CA, DC, FL, GA, HI, LA, MA, MD, MS, NC, NM, NY, OK, SC, TX, VA)",Fern,Salviniaceae,,,"L48(I,W)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAAU,,SAAU,Salvinia auriculata,PR,USA+(PR),Fern,Salviniaceae,"Annual, Perennial",Forb/herb,PR(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SABI9,,SABI9,Salvinia biloba,,,Fern,Salviniaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHE7,,SAHE7,Salvinia herzogii,,,Fern,Salviniaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMI7,,SAMI7,Salvinia minima,"NA (L48), PR","USA+(PR), USA(AL, AR, FL, GA, LA, MA, MD, MS, NM, NY, OK, SC, TX)",Fern,Salviniaceae,"Annual, Perennial",Forb/herb,L48(I)PR(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMO5,,SAMO5,Salvinia molesta,"NA (L48), HI","USA(AL, AZ, CA, DC, FL, GA, HI, LA, MS, NC, SC, TX, VA)",Fern,Salviniaceae,"Annual, Perennial",Forb/herb,L48(I)HI(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANA5,,SANA5,Salvinia natans,NA (L48),"USA(MA, NY)",Fern,Salviniaceae,"Annual, Perennial",Forb/herb,L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAOB5,,SAOB5,Salvinia oblongifolia,NA (L48),USA(CA),Fern,Salviniaceae,Perennial,Forb/herb,L48(W),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMAD,,SAMAD,Samadera,,USA(PW),Dicot,Simaroubaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIN13,,SAIN13,Samadera indica,,USA(PW),Dicot,Simaroubaceae,Perennial,"Shrub, Tree",L48(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMAN,,SAMAN,Samanea,"NA (L48, PB)","USA+(PR, VI), USA(FL, HI, PW)",Dicot,Fabaceae,,,L48(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SASA10,,SASA10,Samanea saman,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(FL, HI, PW)",Dicot,Fabaceae,Perennial,Tree,L48(I)HI(I)PR(I)VI(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMBU,,SAMBU,Sambucus,"NA (L48, PB)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, YT), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Caprifoliaceae,,,"L48(I,N)CAN(I,N)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAAF,,SAAF,Sambucus africana,,,Dicot,Caprifoliaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAEB,,SAEB,Sambucus ebulus,"NA (L48, CAN)","CAN(QC), USA(NJ, NY)",Dicot,Caprifoliaceae,Perennial,Forb/herb,L48(I)CAN(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANI4,,SANI4,Sambucus nigra,"NA (L48, CAN, PB), HI, PR, VI","CAN(BC, MB, NB, NS, ON, PE, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Caprifoliaceae,Perennial,"Tree, Shrub","L48(I,N)HI(I)PR(N)VI(I)CAN(NI)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANIC4,,SANIC4,Sambucus nigra ssp. canadensis,"NA (L48, CAN, GU, PB), HI, PR, VI","CAN(MB, NB, NS, ON, PE, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, PW, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)",Dicot,Caprifoliaceae,Perennial,"Tree, Shrub",L48(N)HI(I)PR(N)VI(I)CAN(N),Yes,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Dense,Porous,Medium,Blue,Yes,Multiple Stem,Rapid,7,7,No,No,Moderate,No,None,Yes,Erect,None,No,Yes,No,Low,Medium,Yes,Medium,Medium,Medium,100,Low,Medium,5,8.9,700,1700,34,60,16,None,Intolerant,-28,Spring,Routinely Available,High,Spring,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,291590,Moderate,High,No,None,Yes,No,No,,No,No,No,Medium,Low,Yes,No,Low,No,No
SANIC5,,SANIC5,Sambucus nigra ssp. cerulea,"NA (L48, CAN)","CAN(BC), USA(AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY)",Dicot,Caprifoliaceae,Perennial,"Tree, Shrub",L48(N)CAN(N),Yes,Spring and Summer,,None,,No,No,No,White,Yes,Green,Moderate,,Coarse,Black,Yes,Multiple Stem,Rapid,23,23,No,No,Moderate,No,None,Yes,Erect,Moderate,Yes,Yes,No,Medium,Medium,Yes,High,Low,Medium,80,Low,Low,4.9,7.5,1746,3450,10,60,12,None,Intermediate,-38,Spring,Contracting Only,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,197590,Moderate,High,No,Moderate,No,No,No,,No,No,Yes,Low,Low,Yes,No,,No,No
SANIN2,,SANIN2,Sambucus nigra ssp. nigra,"NA (L48, CAN)","CAN(ON), USA(CT, PA, VA)",Dicot,Caprifoliaceae,Perennial,"Tree, Shrub",L48(I)CAN(I),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPA34,,SAPA34,Sambucus palmensis,,,Dicot,Caprifoliaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARA2,,SARA2,Sambucus racemosa,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, YT), USA(AK, AZ, CA, CO, CT, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Dicot,Caprifoliaceae,Perennial,"Tree, Shrub",L48(N)AK(N)CAN(N),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARAK,,SARAK,Sambucus racemosa ssp. kamtschatica,,,Dicot,Caprifoliaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARAS,,SARAS,Sambucus racemosa ssp. sibirica,,,Dicot,Caprifoliaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARAS2,,SARAS2,Sambucus racemosa ssp. sieboldiana,,,Dicot,Caprifoliaceae,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
