Accepted_name,status,Native_L1,Native_L2,Native_L3,Native_L4,Established_L1,Established_L2,Established_L3,Established_L4,Invasive_L1,Invasive_L2,Invasive_L3,Invasive_L4
Verbascum creticum,established,",2,1,",",20,12,13,",",ALG,BAL,ITA,SAR,SIC,SPA,TUN,",",,ALG-OO,BAL-OO,ITA-IT,SAR-OO,SIC-SI,SPA-SP,TUN-OO,",",5,2,",",50,21,51,",",SOA,TAS,VIC,WAU,CNY,AZO,NZN,NZS,",",SOA-OO,TAS-OO,VIC-OO,WAU-WA,CNY-OO,AZO-OO,NZN-OO,NZS-OO,",,,,
Verbascum densiflorum,established,",1,3,",",13,11,14,10,12,33,",",ALB,AUT,BLR,BGM,BUL,RUC,CZE,DEN,FRA,GER,GRC,ITA,KRY,NET,NCS,POL,ROM,SIC,RUS,SPA,SWE,SWI,TUE,UKR,YUG,",",,ALB-OO,AUT-AU,BGM-BE,BLR-OO,BUL-OO,CZE-OO,DEN-OO,FRA-FR,GER-OO,GRC-OO,ITA-IT,KRY-OO,NCS-OO,NET-OO,POL-OO,ROM-OO,RUC-OO,RUS-OO,SIC-SI,SPA-SP,SWE-OO,SWI-OO,TUE-OO,UKR-UK,YUG-OO,",",1,2,7,",",10,21,74,75,",",IRE,MDR,SWE,IOW,MAS,MIC,WIS,",",IRE-IR,MDR-OO,SWE-OO,IOW-OO,MAS-OO,MIC-OO,WIS-OO,",,,,
Verbascum levanticum,established,",3,",",34,",",CYP,EAI,LBS,PAL,TUR,",",,CYP-OO,EAI-OO,LBS-OO,PAL-OO,TUR-OO,",",1,",",12,",",POR,",",POR-OO,",,,,
Verbascum lychnitis,established,",1,3,2,",",13,30,11,14,12,10,32,20,33,",",ALB,ALT,AUT,BGM,BUL,RUC,COR,CZE,DEN,FRA,GER,GRB,GRC,HUN,ITA,KAZ,KRY,MOR,NET,NCS,POL,ROM,RUS,SPA,SWI,TCS,UKR,WSB,YUG,",",,ALB-OO,ALT-OO,AUT-AU,BGM-BE,BUL-OO,COR-OO,CZE-OO,DEN-OO,FRA-FR,GER-OO,GRB-OO,GRC-OO,HUN-OO,ITA-IT,KAZ-OO,KRY-OO,MOR-MO,NCS-OO,NET-OO,POL-OO,ROM-OO,RUC-OO,RUS-OO,SPA-SP,SWI-OO,TCS-OO,UKR-UK,WSB-OO,YUG-OO,",",7,1,3,2,",",72,10,14,30,73,75,78,74,21,",",ONT,NOR,RUW,ALT,IRK,WSB,BRY,SWE,COL,CNT,DEL,IOW,MAS,MRY,MIC,MSO,NCA,NWH,NWJ,NWY,PEN,RHO,VRG,VER,WVA,AZO,",",ONT-OO,NOR-OO,RUW-OO,ALT-OO,IRK-OO,WSB-OO,BRY-OO,SWE-OO,COL-OO,CNT-OO,DEL-OO,IOW-OO,MAS-OO,MRY-OO,MIC-OO,MSO-OO,NCA-OO,NWH-OO,NWJ-OO,NWY-OO,PEN-OO,RHO-OO,VRG-OO,VER-OO,WVA-OO,AZO-OO,",,,,
Verbascum nigrum,established,",1,3,",",13,30,11,12,14,10,",",ALB,ALT,AUT,BAL,BLT,BLR,BGM,BUL,RUC,CZE,DEN,RUE,FIN,FRA,GER,GRB,GRC,HUN,ITA,KRA,NET,RUN,RUW,NOR,POL,ROM,RUS,SPA,SWE,SWI,UKR,WSB,YUG,",",,ALB-OO,ALT-OO,AUT-AU,BAL-OO,BGM-BE,BLR-OO,BLT-OO,BUL-OO,CZE-OO,DEN-OO,FIN-OO,FRA-FR,GER-OO,GRB-OO,GRC-OO,HUN-OO,ITA-IT,KRA-OO,NET-OO,NOR-OO,POL-OO,ROM-OO,RUC-OO,RUE-OO,RUN-OO,RUS-OO,RUW-OO,SPA-SP,SWE-OO,SWI-OO,UKR-UK,WSB-OO,YUG-OO,",",7,3,8,",",71,72,38,74,75,83,",",ABT,ONT,SAS,JAP,ILL,MAS,MIN,NWH,NWJ,PEN,WIS,BOL,",",ABT-OO,ONT-OO,SAS-OO,ILL-OO,MAS-OO,MIN-OO,NWH-OO,NWJ-OO,PEN-OO,WIS-OO,BOL-OO,",,,,
Verbascum orientale,established,",1,3,",",13,34,14,33,",",BUL,CYP,GRC,IRN,IRQ,KRY,LBS,NCS,PAL,TCS,TUR,TUE,YUG,",",,BUL-OO,CYP-OO,GRC-OO,IRN-OO,IRQ-OO,KRY-OO,LBS-OO,NCS-OO,PAL-OO,TCS-OO,TUE-OO,TUR-OO,YUG-OO,",",1,",",12,",",FRA,",",FRA-FR,",,,,
Verbascum phlomoides,established,",1,3,",",13,30,11,14,12,34,32,33,",",ALB,ALT,AUT,BLR,BGM,BUL,RUC,COR,CZE,EAI,FRA,GER,GRC,HUN,ITA,KAZ,KRY,NCS,POL,POR,ROM,SAR,SIC,RUS,SPA,SWI,TCS,TUR,TUE,UKR,YUG,",",,ALB-OO,ALT-OO,AUT-AU,BGM-BE,BLR-OO,BUL-OO,COR-OO,CZE-OO,EAI-OO,FRA-FR,GER-OO,GRC-OO,HUN-OO,ITA-IT,KAZ-OO,KRY-OO,NCS-OO,POL-OO,POR-OO,ROM-OO,RUC-OO,RUS-OO,SAR-OO,SIC-SI,SPA-SP,SWI-OO,TCS-OO,TUE-OO,TUR-OO,UKR-UK,YUG-OO,",",7,1,3,8,",",71,72,10,14,30,78,73,75,74,83,11,",",ABT,BRC,ONT,PEI,QUE,SAS,GRB,RUC,ALT,SWE,ARK,COL,CNT,WDC,DEL,GEO,IOW,ILL,INI,KTY,MAS,MRY,MAI,MIC,MIN,MSO,NCA,NWJ,NWY,OHI,ORE,PEN,RHO,SCA,TEN,VRG,VER,WIS,WVA,ECU,BOL,GER,",",ABT-OO,BRC-OO,ONT-OO,PEI-OO,QUE-OO,SAS-OO,GRB-OO,RUC-OO,ALT-OO,SWE-OO,ARK-OO,COL-OO,CNT-OO,WDC-OO,DEL-OO,GEO-OO,IOW-OO,ILL-OO,INI-OO,KTY-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MIN-OO,MSO-OO,NCA-OO,NWJ-OO,NWY-OO,OHI-OO,ORE-OO,PEN-OO,RHO-OO,SCA-OO,TEN-OO,VRG-OO,VER-OO,WIS-OO,WVA-OO,ECU-OO,BOL-OO,GER-OO,",,,,
Verbascum phoeniceum,established,",1,3,",",13,30,11,14,34,32,33,36,",",ALB,ALT,AUT,BUL,RUC,CZE,RUE,GER,GRC,HUN,IRN,ITA,KAZ,KGZ,KRY,NCS,POL,ROM,RUS,TCS,TUR,TUE,UKR,WSB,CHX,YUG,",",,ALB-OO,ALT-OO,AUT-AU,BUL-OO,CHX-OO,CZE-OO,GER-OO,GRC-OO,HUN-OO,IRN-OO,ITA-IT,KAZ-OO,KGZ-OO,KRY-OO,NCS-OO,POL-OO,ROM-OO,RUC-OO,RUE-OO,RUS-OO,TCS-OO,TUE-OO,TUR-OO,UKR-UK,WSB-OO,YUG-OO,",",1,3,7,",",12,38,14,78,75,",",FRA,JAP,BLT,RUC,KTY,NWY,OHI,",",FRA-FR,BLT-LA,RUC-OO,KTY-OO,NWY-OO,OHI-OO,",,,,
Verbascum pulverulentum,established,",1,",",13,11,12,10,",",ALB,BGM,BUL,COR,FRA,GER,GRB,GRC,HUN,ITA,POR,ROM,SAR,SIC,SPA,SWI,YUG,",",,ALB-OO,BGM-BE,BUL-OO,COR-OO,FRA-FR,GER-OO,GRB-OO,GRC-OO,HUN-OO,ITA-IT,POR-OO,ROM-OO,SAR-OO,SIC-SI,SPA-SP,SWI-OO,YUG-OO,",",2,7,",",21,73,",",CNY,MDR,WAS,",",CNY-OO,MDR-OO,WAS-OO,",,,,
Verbascum pyramidatum,established,",3,1,",",34,14,33,",",IRN,KRY,NCS,RUS,TCS,TUR,",",,IRN-OO,KRY-OO,NCS-OO,RUS-OO,TCS-OO,TUR-OO,",",1,",",10,",",GRB,",",GRB-OO,",,,,
Verbascum sinuatum,established,",3,1,2,",",34,13,20,12,14,33,32,",",AFG,ALB,ALG,BAL,BUL,COR,CYP,EAI,EGY,FRA,GRC,IRN,IRQ,ITA,KRI,KRY,LBS,LBY,MOR,PAL,POR,SAR,SIC,SIN,SPA,TCS,TUN,TUR,TUE,TKM,UKR,YUG,",",,AFG-OO,ALB-OO,ALG-OO,BAL-OO,BUL-OO,COR-OO,CYP-OO,EAI-OO,EGY-OO,FRA-FR,GRC-OO,IRN-OO,IRQ-OO,ITA-IT,KRI-OO,KRY-OO,LBS-OO,LBY-OO,MOR-MO,PAL-OO,POR-OO,SAR-OO,SIC-SI,SIN-OO,SPA-SP,TCS-OO,TKM-OO,TUE-OO,TUN-OO,TUR-OO,UKR-UK,YUG-OO,",",5,2,7,",",50,21,78,75,",",NSW,CNY,MDR,MRY,NWJ,NWY,PEN,",",NSW-NS,CNY-OO,MDR-OO,MRY-OO,NWJ-OO,NWY-OO,PEN-OO,",,,,
Verbascum speciosum,established,",1,3,",",13,11,34,33,14,",",ALB,AUT,BUL,CZE,GRC,HUN,IRN,IRQ,ROM,TCS,TUR,TUE,UKR,YUG,",",,ALB-OO,AUT-AU,BUL-OO,CZE-OO,GRC-OO,HUN-OO,IRN-OO,IRQ-OO,ROM-OO,TCS-OO,TUE-OO,TUR-OO,UKR-UK,YUG-OO,",",1,7,",",11,10,76,74,73,",",BGM,GRB,SWE,CAL,ILL,ORE,GER,",",BGM-BE,GRB-OO,SWE-OO,CAL-OO,ILL-OO,ORE-OO,GER-OO,",,,,
Verbascum thapsus,invasive,",3,1,2,4,7,",",34,30,11,21,12,14,36,10,40,13,32,37,33,20,78,75,",",AFG,ALT,AUT,AZO,BAL,BLT,BLR,BGM,RUC,CHC,COR,CZE,DEN,RUE,EHM,FIN,FRA,GER,GRB,HUN,IRN,IRE,IRK,ITA,KAZ,KGZ,KRA,KRY,,MON,NEP,NET,NCS,RUN,RUW,NOR,PAK,POL,POR,ROM,SAR,SIC,RUS,SPA,SWE,SWI,TZK,CHT,TCS,TUR,TKM,UKR,WHM,WSB,CHX,YUG,ALG,MOR,CHS,GEO,IND,PAL,LBS,CYP,MDR,CNY,NWJ,",",,AFG-OO,ALG-OO,ALT-OO,AUT-AU,AZO-OO,BAL-OO,BGM-BE,BLR-OO,BLT-ES,BLT-LA,BLT-LI,CHC-SC,CHC-YN,CHS-JS,CHS-ZJ,CHT-OO,CHX-OO,CNY-OO,COR-OO,CYP-OO,CZE-CZ,CZE-SL,DEN-OO,EHM-BH,FIN-OO,FRA-FR,GEO-OO,GER-OO,HUN-OO,IND-OO,IRE-IR,IRK-OO,IRN-OO,ITA-IT,KAZ-OO,KGZ-OO,KRA-OO,KRY-OO,LBS-LB,LBS-SY,MDR-OO,MON-OO,MOR-OO,NCS-OO,NEP-OO,NET-OO,NOR-OO,NWJ-OO,PAK-OO,PAL-IS,PAL-JO,POL-OO,POR-OO,ROM-OO,RUC-OO,RUE-OO,RUN-OO,RUS-OO,RUW-OO,SAR-OO,SIC-SI,SPA-SP,SWE-OO,SWI-OO,TCS-AZ,TKM-OO,TUR-OO,TZK-OO,UKR-MO,UKR-UK,WHM-OO,WSB-OO,YUG-MN,YUG-SE,YUG-SL,",",5,7,8,2,1,4,3,6,",",50,71,72,85,81,21,24,70,10,40,38,51,31,78,76,73,75,63,74,77,27,29,",",NSW,QLD,SOA,TAS,VIC,WAU,ABT,BRC,MAN,NBR,NFL,NSC,ONT,PEI,QUE,SAS,JNF,CLC,CLS,CUB,CNY,ETH,GNL,GRB,WHM,JAP,KOR,SRL,NFK,CTM,KHA,ASK,ALA,ARK,ARI,CAL,COL,CNT,WDC,DEL,FLA,GEO,HAW,IOW,IDA,ILL,INI,KAN,KTY,LOU,MAS,MRY,MAI,MIC,MIN,MSO,MSI,MNT,NCA,NDA,NEB,NWH,NWJ,NWM,NEV,NWY,OHI,OKL,ORE,PEN,RHO,SCA,SDA,TEN,TEX,UTA,VRG,VER,WAS,WIS,WVA,WYO,OFS,TVL,NAT,CPP,KER,REU,AZO,NZN,NZS,BER,,JAP,",",NSW-NS,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,ABT-OO,BRC-OO,MAN-OO,NBR-OO,NFL-NE,NSC-OO,ONT-OO,PEI-OO,QUE-OO,SAS-OO,JNF-OO,CLC-BI,CLS-LL,CLC-LA,CLC-VA,CLC-MA,CLC-SA,CUB-OO,CNY-OO,ETH-OO,GNL-OO,GRB-OO,WHM-HP,KOR-SK,SRL-OO,NFK-NI,CTM-OO,KHA-OO,ASK-OO,ALA-OO,ARK-OO,ARI-OO,CAL-OO,COL-OO,CNT-OO,WDC-OO,DEL-OO,FLA-OO,GEO-OO,HAW-HI,IOW-OO,IDA-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,LOU-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MIN-OO,MSO-OO,MSI-OO,MNT-OO,NCA-OO,NDA-OO,NEB-OO,NWH-OO,NWJ-OO,NWM-OO,NEV-OO,NWY-OO,OHI-OO,OKL-OO,ORE-OO,PEN-OO,RHO-OO,SCA-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VRG-OO,VER-OO,WAS-OO,WIS-OO,WVA-OO,WYO-OO,OFS-OO,TVL-GA,NAT-OO,TVL-MP,CPP-NC,KER-OO,REU-OO,AZO-OO,NZN-OO,NZS-OO,BER-OO,,HAW-OO,JAP-OO,NFK-OO,",",2,7,6,5,8,3,",",29,78,70,76,73,75,63,74,77,50,51,85,38,21,",",REU,,ALA,ASK,ARI,ARK,CAL,COL,CNT,DEL,WDC,FLA,GEO,HAW,IDA,ILL,INI,IOW,KAN,KTY,LOU,MAI,MRY,MAS,MIC,MIN,MSI,MNT,NEB,NEV,NWH,NWJ,NWM,NWY,NCA,NDA,OHI,OKL,ORE,PEN,RHO,SCA,SDA,TEN,TEX,UTA,VER,VRG,WAS,WVA,WIS,WYO,NFK,JAP,CNY,",",,ALA-OO,ARI-OO,ARK-OO,ASK-OO,CAL-OO,CNT-OO,CNY-OO,COL-OO,DEL-OO,FLA-OO,GEO-OO,HAW-OO,IDA-OO,ILL-OO,INI-OO,IOW-OO,JAP-OO,KAN-OO,KTY-OO,LOU-OO,MAI-OO,MAS-OO,MIC-OO,MIN-OO,MNT-OO,MRY-OO,MSI-OO,NCA-OO,NDA-OO,NEB-OO,NEV-OO,NFK-OO,NWH-OO,NWJ-OO,NWM-OO,NWY-OO,OHI-OO,OKL-OO,ORE-OO,PEN-OO,REU-OO,RHO-OO,SCA-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VER-OO,VRG-OO,WAS-OO,WDC-OO,WIS-OO,WVA-OO,WYO-OO,"
Verbascum virgatum,invasive,",2,1,7,",",21,12,10,79,",",AZO,BAL,COR,FRA,GRB,MDR,MXC,POR,SPA,",",,AZO-OO,BAL-OO,COR-OO,FRA-FR,GRB-OO,MDR-OO,MXC-OO,POR-OO,SPA-SP,",",5,1,8,7,2,4,3,9,6,",",50,11,83,84,71,72,85,21,10,40,38,27,79,51,28,90,78,76,63,73,74,75,77,",",NSW,QLD,SOA,TAS,VIC,WAU,BGM,BOL,BZE,BZL,BZS,BRC,NSC,ONT,QUE,JNF,CLC,CLS,CLN,CLM,CNY,GRB,IRE,IND,JAP,LES,MXC,MXE,MXS,MXN,MXG,NFK,STH,TDC,ALA,ARI,CAL,FLA,GEO,HAW,IDA,ILL,INI,LOU,NCA,NWM,NEV,NWY,OHI,PEN,SCA,TEX,UTA,CPP,PAR,AZO,ECU,NZN,NZS,",",NSW-NS,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,BGM-BE,BOL-OO,BZE-BA,BZL-ES,BZL-MG,BZS-PR,BZL-RJ,BZS-RS,BZS-SC,BZL-SP,BRC-OO,NSC-OO,ONT-OO,QUE-OO,JNF-OO,CLC-BI,CLC-OH,CLS-LL,CLC-CO,CLC-MA,CLC-LA,CLN-AT,CLC-VA,CLC-SA,CLM-OO,CNY-OO,GRB-OO,IRE-NI,IND-GO,IND-KT,IND-KE,IND-MR,IND-TN,IRE-IR,LES-OO,MXC-DF,MXE-HI,MXS-JA,MXC-ME,MXS-MI,MXC-PU,MXE-QU,MXE-SL,MXN-SO,MXC-TL,MXG-VC,NFK-NI,STH-OO,TDC-OO,ALA-OO,ARI-OO,CAL-OO,FLA-OO,GEO-OO,HAW-HI,IDA-OO,ILL-OO,INI-OO,LOU-OO,NCA-OO,NWM-OO,NEV-OO,NWY-OO,OHI-OO,PEN-OO,SCA-OO,TEX-OO,UTA-OO,CPP-EC,CPP-WC,PAR-OO,MXN-BS,AZO-OO,ECU-OO,NZN-OO,NZS-OO,",",8,",",85,",,
Verbascum x kerneri,established,",1,",",11,12,10,13,",",AUT,CZE,FRA,GER,GRB,HUN,POL,ROM,SWI,TUE,YUG,",",,AUT-AU,CZE-OO,FRA-FR,GER-OO,GRB-OO,HUN-OO,POL-OO,ROM-OO,SWI-OO,TUE-OO,YUG-OO,",",7,",",74,75,",",IOW,MIC,WIS,",",IOW-OO,MIC-OO,WIS-OO,",,,,
Verbascum x pterocaulon,established,",1,",",12,11,",",FRA,GER,HUN,SWI,",",,FRA-FR,GER-OO,HUN-OO,SWI-OO,",",7,",",73,",",COL,",",COL-OO,",,,,
Verbena aristigera,established,",8,",",85,83,84,",",AGE,AGW,BOL,BZS,BZL,BZC,PAR,URU,",",,AGE-OO,AGW-OO,BOL-OO,BZC-OO,BZL-OO,BZS-OO,PAR-OO,URU-OO,",",5,2,1,3,7,",",50,27,13,38,79,",",NSW,NTA,QLD,SOA,VIC,WAU,BOT,GRC,JAP,MXN,SWZ,CPP,OFS,TVL,NAT,",",NSW-NS,NTA-OO,QLD-QU,SOA-OO,VIC-OO,WAU-WA,BOT-OO,GRC-OO,MXN-SO,SWZ-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,",,,,
Verbena bipinnatifida,established,",7,8,",",78,76,73,80,75,74,79,77,",",ALA,ARI,ARK,CAL,COL,GUA,HON,INI,KAN,LOU,MXC,MXG,MXE,MXN,MXT,MXS,MSI,MSO,NEB,NWM,OKL,SDA,TEN,TEX,WYO,",",,ALA-OO,ARI-OO,ARK-OO,CAL-OO,COL-OO,GUA-OO,HON-OO,INI-OO,KAN-OO,LOU-OO,MSI-OO,MSO-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,NEB-OO,NWM-OO,OKL-OO,SDA-OO,TEN-OO,TEX-OO,WYO-OO,",",7,2,",",72,23,74,75,78,",",QUE,RWA,IOW,INI,KTY,MRY,MSO,WIS,",",QUE-OO,RWA-OO,IOW-OO,INI-OO,KTY-OO,MRY-OO,MSO-OO,WIS-OO,",,,,
Verbena bonariensis,invasive,",8,",",85,83,84,",",AGE,AGW,AGS,BOL,BZS,BZL,CLC,CLN,CLS,ECU,PAR,PER,URU,",",,AGE-OO,AGS-OO,AGW-OO,BOL-OO,BZL-OO,BZS-OO,CLC-OO,CLN-OO,CLS-OO,ECU-OO,PAR-OO,PER-OO,URU-OO,",",5,8,2,7,1,4,3,6,",",50,81,27,72,21,12,24,42,13,38,25,40,29,26,51,23,28,78,76,63,74,75,73,77,43,83,",",NSW,QLD,SOA,TAS,VIC,WAU,BER,BOT,ONT,CNY,SPA,ETH,FRA,ITA,JAP,KEN,KOR,SRL,LES,MDG,MOZ,MAU,MLY,NFK,PUE,MDR,POR,RWA,STH,SWZ,TAI,TAN,UGA,ALA,ARK,ARI,CAL,FLA,GEO,HAW,ILL,LOU,MAS,MSO,MSI,NCA,NWJ,NWY,OKL,ORE,PEN,SCA,TEN,TEX,VRG,CPP,OFS,TVL,NAT,ZIM,KER,NWG,REU,AZO,NZN,NZS,PER,JAP,",",NSW-NS,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,BER-OO,BOT-OO,ONT-OO,CNY-OO,SPA-SP,ETH-OO,FRA-FR,ITA-IT,KEN-OO,KOR-SK,SRL-OO,LES-OO,MDG-OO,MOZ-OO,MAU-OO,MLY-PM,NFK-NI,PUE-OO,MDR-OO,POR-OO,RWA-OO,STH-OO,SWZ-OO,TAI-OO,TAN-OO,UGA-OO,ALA-OO,ARK-OO,ARI-OO,CAL-OO,FLA-OO,GEO-OO,HAW-HI,ILL-OO,LOU-OO,MAS-OO,MSO-OO,MSI-OO,NCA-OO,NWJ-OO,NWY-OO,OKL-OO,ORE-OO,PEN-OO,SCA-OO,TEN-OO,TEX-OO,VRG-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,CPP-WC,ZIM-OO,KER-OO,NWG-PN,REU-OO,AZO-OO,NZN-OO,NZS-OO,PER-OO,,JAP-OO,",",2,3,7,",",24,25,23,38,,",",ETH,KEN,RWA,TAN,JAP,,",",,ETH-OO,JAP-OO,KEN-OO,RWA-OO,TAN-OO,"
Verbena bracteata,established,",7,",",78,71,76,73,75,74,79,77,72,",",ALA,ABT,ARI,ARK,BRC,CAL,COL,CNT,WDC,FLA,GEO,IDA,ILL,INI,IOW,KAN,KTY,LOU,MAI,MAN,MRY,MAS,MXC,MXG,MXE,MXN,MIC,MIN,MSI,MSO,MNT,NEB,NEV,NWJ,NWM,NWY,NCA,NDA,OHI,OKL,ONT,ORE,PEN,SAS,SDA,TEN,TEX,UTA,VER,VRG,WAS,WVA,WIS,WYO,",",,ABT-OO,ALA-OO,ARI-OO,ARK-OO,BRC-OO,CAL-OO,CNT-OO,COL-OO,FLA-OO,GEO-OO,IDA-OO,ILL-OO,INI-OO,IOW-OO,KAN-OO,KTY-OO,LOU-OO,MAI-OO,MAN-OO,MAS-OO,MIC-OO,MIN-OO,MNT-OO,MRY-OO,MSI-OO,MSO-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,NCA-OO,NDA-OO,NEB-OO,NEV-OO,NWJ-OO,NWM-OO,NWY-OO,OHI-OO,OKL-OO,ONT-OO,ORE-OO,PEN-OO,SAS-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VER-OO,VRG-OO,WAS-OO,WDC-OO,WIS-OO,WVA-OO,WYO-OO,",",3,7,1,",",38,75,78,11,",",JAP,CNT,GEO,MAS,MRY,MAI,NCA,NWJ,NWY,PEN,RHO,SCA,VRG,VER,WVA,GER,",",CNT-OO,GEO-OO,MAS-OO,MRY-OO,MAI-OO,NCA-OO,NWJ-OO,NWY-OO,PEN-OO,RHO-OO,SCA-OO,VRG-OO,VER-OO,WVA-OO,GER-OO,",,,,
Verbena brasiliensis,invasive,",8,",",85,83,84,",",AGE,AGW,BOL,BZS,BZL,CLC,CLS,PAR,PER,URU,",",,AGE-OO,AGW-OO,BOL-OO,BZL-OO,BZS-OO,CLC-OO,CLS-OO,PAR-OO,PER-OO,URU-OO,",",5,2,3,7,8,",",50,27,38,29,79,51,25,83,23,26,",",NSW,VIC,BOT,JAP,KOR,LES,MDG,MXE,MXS,SWZ,TAI,TAN,CPP,OFS,TVL,NAT,REU,GAL,NZN,NZS,ZAI,ZIM,",",NSW-NS,VIC-OO,BOT-OO,KOR-SK,LES-OO,MDG-OO,MXE-CO,MXS-MI,MXS-NA,MXE-NL,MXE-TA,SWZ-OO,TAI-OO,TAN-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,REU-OO,GAL-OO,NZN-OO,NZS-OO,,ZAI-OO,ZIM-OO,",",2,",",23,26,",",ZAI,ZIM,",",,ZAI-OO,ZIM-OO,"
Verbena canadensis,established,",7,",",78,75,74,77,",",ALA,ARK,CNT,FLA,GEO,ILL,INI,IOW,KAN,KTY,LOU,MIC,MIN,MSI,MSO,NEB,NWM,NWY,NCA,OHI,OKL,PEN,SCA,TEN,TEX,VRG,WVA,WIS,",",,ALA-OO,ARK-OO,CNT-OO,FLA-OO,GEO-OO,ILL-OO,INI-OO,IOW-OO,KAN-OO,KTY-OO,LOU-OO,MIC-OO,MIN-OO,MSI-OO,MSO-OO,NCA-OO,NEB-OO,NWM-OO,NWY-OO,OHI-OO,OKL-OO,PEN-OO,SCA-OO,TEN-OO,TEX-OO,VRG-OO,WIS-OO,WVA-OO,",",1,7,",",12,75,74,",",SPA,CNT,IOW,INI,MIC,MIN,NEB,NWY,OHI,PEN,WIS,WVA,",",SPA-SP,CNT-OO,IOW-OO,INI-OO,MIC-OO,MIN-OO,NEB-OO,NWY-OO,OHI-OO,PEN-OO,WIS-OO,WVA-OO,",,,,
Verbena canescens,established,",7,8,",",76,83,79,77,",",CAL,CLM,MXC,MXG,MXE,MXN,MXS,NEV,NWM,TEX,",",,CAL-OO,CLM-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,NEV-OO,NWM-OO,TEX-OO,",",7,",",78,76,",",ALA,CAL,NEV,",",ALA-OO,CAL-OO,NEV-OO,",,,,
Verbena elegans,established,",7,",",76,79,77,",",ARI,MXC,MXG,MXE,MXN,MXT,MXS,TEX,",",,ARI-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,MXT-OO,TEX-OO,",",7,",",77,",",TEX,",",TEX-OO,",,,,
Verbena halei,established,",7,",",78,79,74,77,",",ALA,ARK,FLA,GEO,LOU,MXC,MXG,MXE,MXN,MXS,MSI,MSO,NWM,NCA,OKL,SCA,TEX,",",,ALA-OO,ARK-OO,FLA-OO,GEO-OO,LOU-OO,MSI-OO,MSO-OO,MXC-OO,MXE-OO,MXG-OO,MXN-OO,MXS-OO,NCA-OO,NWM-OO,OKL-OO,SCA-OO,TEX-OO,",",5,7,",",50,74,78,",",QLD,MSO,NCA,SCA,",",QLD-QU,MSO-OO,NCA-OO,SCA-OO,",,,,
Verbena hispida,established,",8,",",85,83,",",AGE,AGW,BOL,CLC,CLN,CLM,ECU,PAR,PER,",",,AGE-OO,AGW-OO,BOL-OO,CLC-OO,CLM-OO,CLN-OO,ECU-OO,PAR-OO,PER-OO,",",5,",",50,",",NSW,",",NSW-NS,",,,,
Verbena incompta,invasive,",8,",",85,83,84,",",AGW,BOL,BZS,CLM,ECU,PAR,PER,URU,",",,AGW-OO,BOL-OO,BZS-OO,CLM-OO,ECU-OO,PAR-OO,PER-OO,URU-OO,",",5,3,7,2,",",50,38,78,76,74,73,77,27,",",NSW,QLD,WAU,JAP,ALA,ARK,CAL,FLA,GEO,ILL,KTY,LOU,MSO,MSI,NCA,OKL,ORE,SCA,TEN,TEX,VRG,NAT,TVL,JAP,",",NSW-NS,QLD-QU,WAU-WA,ALA-OO,ARK-OO,CAL-OO,FLA-OO,GEO-OO,ILL-OO,KTY-OO,LOU-OO,MSO-OO,MSI-OO,NCA-OO,OKL-OO,ORE-OO,SCA-OO,TEN-OO,TEX-OO,VRG-OO,NAT-OO,TVL-MP,,JAP-OO,",",3,7,",",38,",",JAP,",",,JAP-OO,"
